path,label
data_feat/ucf_internvl_train_feature/Abuse/Abuse008_x264__9.npy,Abuse
data_feat/ucf_internvl_train_feature/Abuse/Abuse009_x264__0.npy,Abuse
data_feat/ucf_internvl_train_feature/Abuse/Abuse009_x264__1.npy,Abuse
data_feat/ucf_internvl_train_feature/Abuse/Abuse009_x264__2.npy,Abuse
data_feat/ucf_internvl_train_feature/Abuse/Abuse009_x264__3.npy,Abuse
data_feat/ucf_internvl_train_feature/Abuse/Abuse009_x264__4.npy,Abuse
data_feat/ucf_internvl_train_feature/Abuse/Abuse009_x264__5.npy,Abuse
data_feat/ucf_internvl_train_feature/Abuse/Abuse009_x264__6.npy,Abuse
data_feat/ucf_internvl_train_feature/Abuse/Abuse009_x264__7.npy,Abuse
data_feat/ucf_internvl_train_feature/Abuse/Abuse009_x264__8.npy,Abuse
data_feat/ucf_internvl_train_feature/Abuse/Abuse009_x264__9.npy,Abuse
data_feat/ucf_internvl_train_feature/Abuse/Abuse010_x264__0.npy,Abuse
data_feat/ucf_internvl_train_feature/Abuse/Abuse010_x264__1.npy,Abuse
data_feat/ucf_internvl_train_feature/Abuse/Abuse010_x264__2.npy,Abuse
data_feat/ucf_internvl_train_feature/Abuse/Abuse010_x264__3.npy,Abuse
data_feat/ucf_internvl_train_feature/Abuse/Abuse010_x264__4.npy,Abuse
data_feat/ucf_internvl_train_feature/Abuse/Abuse010_x264__5.npy,Abuse
data_feat/ucf_internvl_train_feature/Abuse/Abuse010_x264__6.npy,Abuse
data_feat/ucf_internvl_train_feature/Abuse/Abuse010_x264__7.npy,Abuse
data_feat/ucf_internvl_train_feature/Abuse/Abuse010_x264__8.npy,Abuse
data_feat/ucf_internvl_train_feature/Abuse/Abuse010_x264__9.npy,Abuse
data_feat/ucf_internvl_train_feature/Abuse/Abuse011_x264__0.npy,Abuse
data_feat/ucf_internvl_train_feature/Abuse/Abuse011_x264__1.npy,Abuse
data_feat/ucf_internvl_train_feature/Abuse/Abuse011_x264__2.npy,Abuse
data_feat/ucf_internvl_train_feature/Abuse/Abuse011_x264__3.npy,Abuse
data_feat/ucf_internvl_train_feature/Abuse/Abuse011_x264__4.npy,Abuse
data_feat/ucf_internvl_train_feature/Abuse/Abuse011_x264__5.npy,Abuse
data_feat/ucf_internvl_train_feature/Abuse/Abuse011_x264__6.npy,Abuse
data_feat/ucf_internvl_train_feature/Abuse/Abuse011_x264__7.npy,Abuse
data_feat/ucf_internvl_train_feature/Abuse/Abuse011_x264__8.npy,Abuse
data_feat/ucf_internvl_train_feature/Abuse/Abuse011_x264__9.npy,Abuse
data_feat/ucf_internvl_train_feature/Abuse/Abuse012_x264__0.npy,Abuse
data_feat/ucf_internvl_train_feature/Abuse/Abuse012_x264__1.npy,Abuse
data_feat/ucf_internvl_train_feature/Abuse/Abuse012_x264__2.npy,Abuse
data_feat/ucf_internvl_train_feature/Abuse/Abuse012_x264__3.npy,Abuse
data_feat/ucf_internvl_train_feature/Abuse/Abuse012_x264__4.npy,Abuse
data_feat/ucf_internvl_train_feature/Abuse/Abuse012_x264__5.npy,Abuse
data_feat/ucf_internvl_train_feature/Abuse/Abuse012_x264__6.npy,Abuse
data_feat/ucf_internvl_train_feature/Abuse/Abuse012_x264__7.npy,Abuse
data_feat/ucf_internvl_train_feature/Abuse/Abuse012_x264__8.npy,Abuse
data_feat/ucf_internvl_train_feature/Abuse/Abuse012_x264__9.npy,Abuse
data_feat/ucf_internvl_train_feature/Abuse/Abuse013_x264__0.npy,Abuse
data_feat/ucf_internvl_train_feature/Abuse/Abuse013_x264__1.npy,Abuse
data_feat/ucf_internvl_train_feature/Abuse/Abuse013_x264__2.npy,Abuse
data_feat/ucf_internvl_train_feature/Abuse/Abuse013_x264__3.npy,Abuse
data_feat/ucf_internvl_train_feature/Abuse/Abuse013_x264__4.npy,Abuse
data_feat/ucf_internvl_train_feature/Abuse/Abuse013_x264__5.npy,Abuse
data_feat/ucf_internvl_train_feature/Abuse/Abuse013_x264__6.npy,Abuse
data_feat/ucf_internvl_train_feature/Abuse/Abuse013_x264__7.npy,Abuse
data_feat/ucf_internvl_train_feature/Abuse/Abuse013_x264__8.npy,Abuse
data_feat/ucf_internvl_train_feature/Abuse/Abuse013_x264__9.npy,Abuse
data_feat/ucf_internvl_train_feature/Abuse/Abuse014_x264__0.npy,Abuse
data_feat/ucf_internvl_train_feature/Abuse/Abuse014_x264__1.npy,Abuse
data_feat/ucf_internvl_train_feature/Abuse/Abuse014_x264__2.npy,Abuse
data_feat/ucf_internvl_train_feature/Abuse/Abuse014_x264__3.npy,Abuse
data_feat/ucf_internvl_train_feature/Abuse/Abuse014_x264__4.npy,Abuse
data_feat/ucf_internvl_train_feature/Abuse/Abuse014_x264__5.npy,Abuse
data_feat/ucf_internvl_train_feature/Abuse/Abuse014_x264__6.npy,Abuse
data_feat/ucf_internvl_train_feature/Abuse/Abuse014_x264__7.npy,Abuse
data_feat/ucf_internvl_train_feature/Abuse/Abuse014_x264__8.npy,Abuse
data_feat/ucf_internvl_train_feature/Abuse/Abuse014_x264__9.npy,Abuse
data_feat/ucf_internvl_train_feature/Abuse/Abuse015_x264__0.npy,Abuse
data_feat/ucf_internvl_train_feature/Abuse/Abuse015_x264__1.npy,Abuse
data_feat/ucf_internvl_train_feature/Abuse/Abuse015_x264__2.npy,Abuse
data_feat/ucf_internvl_train_feature/Abuse/Abuse015_x264__3.npy,Abuse
data_feat/ucf_internvl_train_feature/Abuse/Abuse015_x264__4.npy,Abuse
data_feat/ucf_internvl_train_feature/Abuse/Abuse015_x264__5.npy,Abuse
data_feat/ucf_internvl_train_feature/Abuse/Abuse015_x264__6.npy,Abuse
data_feat/ucf_internvl_train_feature/Abuse/Abuse015_x264__7.npy,Abuse
data_feat/ucf_internvl_train_feature/Abuse/Abuse015_x264__8.npy,Abuse
data_feat/ucf_internvl_train_feature/Abuse/Abuse015_x264__9.npy,Abuse
data_feat/ucf_internvl_train_feature/Abuse/Abuse016_x264__0.npy,Abuse
data_feat/ucf_internvl_train_feature/Abuse/Abuse016_x264__1.npy,Abuse
data_feat/ucf_internvl_train_feature/Abuse/Abuse016_x264__2.npy,Abuse
data_feat/ucf_internvl_train_feature/Abuse/Abuse016_x264__3.npy,Abuse
data_feat/ucf_internvl_train_feature/Abuse/Abuse016_x264__4.npy,Abuse
data_feat/ucf_internvl_train_feature/Abuse/Abuse016_x264__5.npy,Abuse
data_feat/ucf_internvl_train_feature/Abuse/Abuse016_x264__6.npy,Abuse
data_feat/ucf_internvl_train_feature/Abuse/Abuse016_x264__7.npy,Abuse
data_feat/ucf_internvl_train_feature/Abuse/Abuse016_x264__8.npy,Abuse
data_feat/ucf_internvl_train_feature/Abuse/Abuse016_x264__9.npy,Abuse
data_feat/ucf_internvl_train_feature/Abuse/Abuse017_x264__0.npy,Abuse
data_feat/ucf_internvl_train_feature/Abuse/Abuse017_x264__1.npy,Abuse
data_feat/ucf_internvl_train_feature/Abuse/Abuse017_x264__2.npy,Abuse
data_feat/ucf_internvl_train_feature/Abuse/Abuse017_x264__3.npy,Abuse
data_feat/ucf_internvl_train_feature/Abuse/Abuse017_x264__4.npy,Abuse
data_feat/ucf_internvl_train_feature/Abuse/Abuse017_x264__5.npy,Abuse
data_feat/ucf_internvl_train_feature/Abuse/Abuse017_x264__6.npy,Abuse
data_feat/ucf_internvl_train_feature/Abuse/Abuse017_x264__7.npy,Abuse
data_feat/ucf_internvl_train_feature/Abuse/Abuse017_x264__8.npy,Abuse
data_feat/ucf_internvl_train_feature/Abuse/Abuse017_x264__9.npy,Abuse
data_feat/ucf_internvl_train_feature/Abuse/Abuse018_x264__0.npy,Abuse
data_feat/ucf_internvl_train_feature/Abuse/Abuse018_x264__1.npy,Abuse
data_feat/ucf_internvl_train_feature/Abuse/Abuse018_x264__2.npy,Abuse
data_feat/ucf_internvl_train_feature/Abuse/Abuse018_x264__3.npy,Abuse
data_feat/ucf_internvl_train_feature/Abuse/Abuse018_x264__4.npy,Abuse
data_feat/ucf_internvl_train_feature/Abuse/Abuse018_x264__5.npy,Abuse
data_feat/ucf_internvl_train_feature/Abuse/Abuse018_x264__6.npy,Abuse
data_feat/ucf_internvl_train_feature/Abuse/Abuse018_x264__7.npy,Abuse
data_feat/ucf_internvl_train_feature/Abuse/Abuse018_x264__8.npy,Abuse
data_feat/ucf_internvl_train_feature/Abuse/Abuse018_x264__9.npy,Abuse
data_feat/ucf_internvl_train_feature/Abuse/Abuse019_x264__0.npy,Abuse
data_feat/ucf_internvl_train_feature/Abuse/Abuse019_x264__1.npy,Abuse
data_feat/ucf_internvl_train_feature/Abuse/Abuse019_x264__2.npy,Abuse
data_feat/ucf_internvl_train_feature/Abuse/Abuse019_x264__3.npy,Abuse
data_feat/ucf_internvl_train_feature/Abuse/Abuse019_x264__4.npy,Abuse
data_feat/ucf_internvl_train_feature/Abuse/Abuse019_x264__5.npy,Abuse
data_feat/ucf_internvl_train_feature/Abuse/Abuse019_x264__6.npy,Abuse
data_feat/ucf_internvl_train_feature/Abuse/Abuse019_x264__7.npy,Abuse
data_feat/ucf_internvl_train_feature/Abuse/Abuse019_x264__8.npy,Abuse
data_feat/ucf_internvl_train_feature/Abuse/Abuse019_x264__9.npy,Abuse
data_feat/ucf_internvl_train_feature/Abuse/Abuse020_x264__0.npy,Abuse
data_feat/ucf_internvl_train_feature/Abuse/Abuse020_x264__1.npy,Abuse
data_feat/ucf_internvl_train_feature/Abuse/Abuse020_x264__2.npy,Abuse
data_feat/ucf_internvl_train_feature/Abuse/Abuse020_x264__3.npy,Abuse
data_feat/ucf_internvl_train_feature/Abuse/Abuse020_x264__4.npy,Abuse
data_feat/ucf_internvl_train_feature/Abuse/Abuse020_x264__5.npy,Abuse
data_feat/ucf_internvl_train_feature/Abuse/Abuse020_x264__6.npy,Abuse
data_feat/ucf_internvl_train_feature/Abuse/Abuse020_x264__7.npy,Abuse
data_feat/ucf_internvl_train_feature/Abuse/Abuse020_x264__8.npy,Abuse
data_feat/ucf_internvl_train_feature/Abuse/Abuse020_x264__9.npy,Abuse
data_feat/ucf_internvl_train_feature/Abuse/Abuse021_x264__0.npy,Abuse
data_feat/ucf_internvl_train_feature/Abuse/Abuse021_x264__1.npy,Abuse
data_feat/ucf_internvl_train_feature/Abuse/Abuse021_x264__2.npy,Abuse
data_feat/ucf_internvl_train_feature/Abuse/Abuse021_x264__3.npy,Abuse
data_feat/ucf_internvl_train_feature/Abuse/Abuse021_x264__4.npy,Abuse
data_feat/ucf_internvl_train_feature/Abuse/Abuse021_x264__5.npy,Abuse
data_feat/ucf_internvl_train_feature/Abuse/Abuse021_x264__6.npy,Abuse
data_feat/ucf_internvl_train_feature/Abuse/Abuse021_x264__7.npy,Abuse
data_feat/ucf_internvl_train_feature/Abuse/Abuse021_x264__8.npy,Abuse
data_feat/ucf_internvl_train_feature/Abuse/Abuse021_x264__9.npy,Abuse
data_feat/ucf_internvl_train_feature/Abuse/Abuse022_x264__0.npy,Abuse
data_feat/ucf_internvl_train_feature/Abuse/Abuse022_x264__1.npy,Abuse
data_feat/ucf_internvl_train_feature/Abuse/Abuse022_x264__2.npy,Abuse
data_feat/ucf_internvl_train_feature/Abuse/Abuse022_x264__3.npy,Abuse
data_feat/ucf_internvl_train_feature/Abuse/Abuse022_x264__4.npy,Abuse
data_feat/ucf_internvl_train_feature/Abuse/Abuse022_x264__5.npy,Abuse
data_feat/ucf_internvl_train_feature/Abuse/Abuse022_x264__6.npy,Abuse
data_feat/ucf_internvl_train_feature/Abuse/Abuse022_x264__7.npy,Abuse
data_feat/ucf_internvl_train_feature/Abuse/Abuse022_x264__8.npy,Abuse
data_feat/ucf_internvl_train_feature/Abuse/Abuse022_x264__9.npy,Abuse
data_feat/ucf_internvl_train_feature/Abuse/Abuse023_x264__0.npy,Abuse
data_feat/ucf_internvl_train_feature/Abuse/Abuse023_x264__1.npy,Abuse
data_feat/ucf_internvl_train_feature/Abuse/Abuse023_x264__2.npy,Abuse
data_feat/ucf_internvl_train_feature/Abuse/Abuse023_x264__3.npy,Abuse
data_feat/ucf_internvl_train_feature/Abuse/Abuse023_x264__4.npy,Abuse
data_feat/ucf_internvl_train_feature/Abuse/Abuse023_x264__5.npy,Abuse
data_feat/ucf_internvl_train_feature/Abuse/Abuse023_x264__6.npy,Abuse
data_feat/ucf_internvl_train_feature/Abuse/Abuse023_x264__7.npy,Abuse
data_feat/ucf_internvl_train_feature/Abuse/Abuse023_x264__8.npy,Abuse
data_feat/ucf_internvl_train_feature/Abuse/Abuse023_x264__9.npy,Abuse
data_feat/ucf_internvl_train_feature/Abuse/Abuse024_x264__0.npy,Abuse
data_feat/ucf_internvl_train_feature/Abuse/Abuse024_x264__1.npy,Abuse
data_feat/ucf_internvl_train_feature/Abuse/Abuse024_x264__2.npy,Abuse
data_feat/ucf_internvl_train_feature/Abuse/Abuse024_x264__3.npy,Abuse
data_feat/ucf_internvl_train_feature/Abuse/Abuse024_x264__4.npy,Abuse
data_feat/ucf_internvl_train_feature/Abuse/Abuse024_x264__5.npy,Abuse
data_feat/ucf_internvl_train_feature/Abuse/Abuse024_x264__6.npy,Abuse
data_feat/ucf_internvl_train_feature/Abuse/Abuse024_x264__7.npy,Abuse
data_feat/ucf_internvl_train_feature/Abuse/Abuse024_x264__8.npy,Abuse
data_feat/ucf_internvl_train_feature/Abuse/Abuse024_x264__9.npy,Abuse
data_feat/ucf_internvl_train_feature/Abuse/Abuse025_x264__0.npy,Abuse
data_feat/ucf_internvl_train_feature/Abuse/Abuse025_x264__1.npy,Abuse
data_feat/ucf_internvl_train_feature/Abuse/Abuse025_x264__2.npy,Abuse
data_feat/ucf_internvl_train_feature/Abuse/Abuse025_x264__3.npy,Abuse
data_feat/ucf_internvl_train_feature/Abuse/Abuse025_x264__4.npy,Abuse
data_feat/ucf_internvl_train_feature/Abuse/Abuse025_x264__5.npy,Abuse
data_feat/ucf_internvl_train_feature/Abuse/Abuse025_x264__6.npy,Abuse
data_feat/ucf_internvl_train_feature/Abuse/Abuse025_x264__7.npy,Abuse
data_feat/ucf_internvl_train_feature/Abuse/Abuse025_x264__8.npy,Abuse
data_feat/ucf_internvl_train_feature/Abuse/Abuse025_x264__9.npy,Abuse
data_feat/ucf_internvl_train_feature/Abuse/Abuse026_x264__0.npy,Abuse
data_feat/ucf_internvl_train_feature/Abuse/Abuse026_x264__1.npy,Abuse
data_feat/ucf_internvl_train_feature/Abuse/Abuse026_x264__2.npy,Abuse
data_feat/ucf_internvl_train_feature/Abuse/Abuse026_x264__3.npy,Abuse
data_feat/ucf_internvl_train_feature/Abuse/Abuse026_x264__4.npy,Abuse
data_feat/ucf_internvl_train_feature/Abuse/Abuse026_x264__5.npy,Abuse
data_feat/ucf_internvl_train_feature/Abuse/Abuse026_x264__6.npy,Abuse
data_feat/ucf_internvl_train_feature/Abuse/Abuse026_x264__7.npy,Abuse
data_feat/ucf_internvl_train_feature/Abuse/Abuse026_x264__8.npy,Abuse
data_feat/ucf_internvl_train_feature/Abuse/Abuse026_x264__9.npy,Abuse
data_feat/ucf_internvl_train_feature/Abuse/Abuse027_x264__0.npy,Abuse
data_feat/ucf_internvl_train_feature/Abuse/Abuse027_x264__1.npy,Abuse
data_feat/ucf_internvl_train_feature/Abuse/Abuse027_x264__2.npy,Abuse
data_feat/ucf_internvl_train_feature/Abuse/Abuse027_x264__3.npy,Abuse
data_feat/ucf_internvl_train_feature/Abuse/Abuse027_x264__4.npy,Abuse
data_feat/ucf_internvl_train_feature/Abuse/Abuse027_x264__5.npy,Abuse
data_feat/ucf_internvl_train_feature/Abuse/Abuse027_x264__6.npy,Abuse
data_feat/ucf_internvl_train_feature/Abuse/Abuse027_x264__7.npy,Abuse
data_feat/ucf_internvl_train_feature/Abuse/Abuse027_x264__8.npy,Abuse
data_feat/ucf_internvl_train_feature/Abuse/Abuse027_x264__9.npy,Abuse
data_feat/ucf_internvl_train_feature/Abuse/Abuse029_x264__0.npy,Abuse
data_feat/ucf_internvl_train_feature/Abuse/Abuse029_x264__1.npy,Abuse
data_feat/ucf_internvl_train_feature/Abuse/Abuse029_x264__2.npy,Abuse
data_feat/ucf_internvl_train_feature/Abuse/Abuse029_x264__3.npy,Abuse
data_feat/ucf_internvl_train_feature/Abuse/Abuse029_x264__4.npy,Abuse
data_feat/ucf_internvl_train_feature/Abuse/Abuse029_x264__5.npy,Abuse
data_feat/ucf_internvl_train_feature/Abuse/Abuse029_x264__6.npy,Abuse
data_feat/ucf_internvl_train_feature/Abuse/Abuse029_x264__7.npy,Abuse
data_feat/ucf_internvl_train_feature/Abuse/Abuse029_x264__8.npy,Abuse
data_feat/ucf_internvl_train_feature/Abuse/Abuse029_x264__9.npy,Abuse
data_feat/ucf_internvl_train_feature/Abuse/Abuse031_x264__0.npy,Abuse
data_feat/ucf_internvl_train_feature/Abuse/Abuse031_x264__1.npy,Abuse
data_feat/ucf_internvl_train_feature/Abuse/Abuse031_x264__2.npy,Abuse
data_feat/ucf_internvl_train_feature/Abuse/Abuse031_x264__3.npy,Abuse
data_feat/ucf_internvl_train_feature/Abuse/Abuse031_x264__4.npy,Abuse
data_feat/ucf_internvl_train_feature/Abuse/Abuse031_x264__5.npy,Abuse
data_feat/ucf_internvl_train_feature/Abuse/Abuse031_x264__6.npy,Abuse
data_feat/ucf_internvl_train_feature/Abuse/Abuse031_x264__7.npy,Abuse
data_feat/ucf_internvl_train_feature/Abuse/Abuse031_x264__8.npy,Abuse
data_feat/ucf_internvl_train_feature/Abuse/Abuse031_x264__9.npy,Abuse
data_feat/ucf_internvl_train_feature/Abuse/Abuse032_x264__0.npy,Abuse
data_feat/ucf_internvl_train_feature/Abuse/Abuse032_x264__1.npy,Abuse
data_feat/ucf_internvl_train_feature/Abuse/Abuse032_x264__2.npy,Abuse
data_feat/ucf_internvl_train_feature/Abuse/Abuse032_x264__3.npy,Abuse
data_feat/ucf_internvl_train_feature/Abuse/Abuse032_x264__4.npy,Abuse
data_feat/ucf_internvl_train_feature/Abuse/Abuse032_x264__5.npy,Abuse
data_feat/ucf_internvl_train_feature/Abuse/Abuse032_x264__6.npy,Abuse
data_feat/ucf_internvl_train_feature/Abuse/Abuse032_x264__7.npy,Abuse
data_feat/ucf_internvl_train_feature/Abuse/Abuse032_x264__8.npy,Abuse
data_feat/ucf_internvl_train_feature/Abuse/Abuse032_x264__9.npy,Abuse
data_feat/ucf_internvl_train_feature/Abuse/Abuse033_x264__0.npy,Abuse
data_feat/ucf_internvl_train_feature/Abuse/Abuse033_x264__1.npy,Abuse
data_feat/ucf_internvl_train_feature/Abuse/Abuse033_x264__2.npy,Abuse
data_feat/ucf_internvl_train_feature/Abuse/Abuse033_x264__3.npy,Abuse
data_feat/ucf_internvl_train_feature/Abuse/Abuse033_x264__4.npy,Abuse
data_feat/ucf_internvl_train_feature/Abuse/Abuse033_x264__5.npy,Abuse
data_feat/ucf_internvl_train_feature/Abuse/Abuse033_x264__6.npy,Abuse
data_feat/ucf_internvl_train_feature/Abuse/Abuse033_x264__7.npy,Abuse
data_feat/ucf_internvl_train_feature/Abuse/Abuse033_x264__8.npy,Abuse
data_feat/ucf_internvl_train_feature/Abuse/Abuse033_x264__9.npy,Abuse
data_feat/ucf_internvl_train_feature/Abuse/Abuse034_x264__0.npy,Abuse
data_feat/ucf_internvl_train_feature/Abuse/Abuse034_x264__1.npy,Abuse
data_feat/ucf_internvl_train_feature/Abuse/Abuse034_x264__2.npy,Abuse
data_feat/ucf_internvl_train_feature/Abuse/Abuse034_x264__3.npy,Abuse
data_feat/ucf_internvl_train_feature/Abuse/Abuse034_x264__4.npy,Abuse
data_feat/ucf_internvl_train_feature/Abuse/Abuse034_x264__5.npy,Abuse
data_feat/ucf_internvl_train_feature/Abuse/Abuse034_x264__6.npy,Abuse
data_feat/ucf_internvl_train_feature/Abuse/Abuse034_x264__7.npy,Abuse
data_feat/ucf_internvl_train_feature/Abuse/Abuse034_x264__8.npy,Abuse
data_feat/ucf_internvl_train_feature/Abuse/Abuse034_x264__9.npy,Abuse
data_feat/ucf_internvl_train_feature/Abuse/Abuse035_x264__0.npy,Abuse
data_feat/ucf_internvl_train_feature/Abuse/Abuse035_x264__1.npy,Abuse
data_feat/ucf_internvl_train_feature/Abuse/Abuse035_x264__2.npy,Abuse
data_feat/ucf_internvl_train_feature/Abuse/Abuse035_x264__3.npy,Abuse
data_feat/ucf_internvl_train_feature/Abuse/Abuse035_x264__4.npy,Abuse
data_feat/ucf_internvl_train_feature/Abuse/Abuse035_x264__5.npy,Abuse
data_feat/ucf_internvl_train_feature/Abuse/Abuse035_x264__6.npy,Abuse
data_feat/ucf_internvl_train_feature/Abuse/Abuse035_x264__7.npy,Abuse
data_feat/ucf_internvl_train_feature/Abuse/Abuse035_x264__8.npy,Abuse
data_feat/ucf_internvl_train_feature/Abuse/Abuse035_x264__9.npy,Abuse
data_feat/ucf_internvl_train_feature/Abuse/Abuse036_x264__0.npy,Abuse
data_feat/ucf_internvl_train_feature/Abuse/Abuse036_x264__1.npy,Abuse
data_feat/ucf_internvl_train_feature/Abuse/Abuse036_x264__2.npy,Abuse
